site_id,all_datetime,value
03808_2_1,2020-02-06 18:00:00,50.64
03808_2_1,2020-02-06 18:15:00,48.48
03808_2_1,2020-02-06 18:30:00,48.12
03808_2_1,2020-02-06 18:45:00,46.36
03808_2_1,2020-02-06 19:00:00,42.68
03808_2_1,2020-02-06 19:15:00,47.44
03808_2_1,2020-02-06 19:30:00,48.72
03808_2_1,2020-02-06 19:45:00,44.44
03808_2_1,2020-02-06 20:00:00,45.16
03808_2_1,2020-02-06 20:15:00,41.76
03808_2_1,2020-02-06 20:30:00,38.36
03808_2_1,2020-02-06 20:45:00,33.92
03808_2_1,2020-02-06 21:00:00,32.84
03808_2_1,2020-02-06 21:15:00,31.08
03808_2_1,2020-02-06 21:30:00,28.08
03808_2_1,2020-02-06 21:45:00,27.4
03808_2_1,2020-02-06 22:00:00,33.08
03808_2_1,2020-02-06 22:15:00,27.68
03808_2_1,2020-02-06 22:30:00,24.04
03808_2_1,2020-02-06 22:45:00,22.44
03808_2_1,2020-02-06 23:00:00,21.64
03808_2_1,2020-02-06 23:15:00,18.52
03808_2_1,2020-02-06 23:30:00,17.2
03808_2_1,2020-02-06 23:45:00,15.84
03808_2_1,2020-02-07 00:00:00,14.4
03808_2_1,2020-02-07 00:15:00,13.6
03808_2_1,2020-02-07 00:30:00,13
03808_2_1,2020-02-07 00:45:00,12.16
03808_2_1,2020-02-07 01:00:00,11.76
03808_2_1,2020-02-07 01:15:00,10.92
03808_2_1,2020-02-07 01:30:00,11
03808_2_1,2020-02-07 01:45:00,11.04
03808_2_1,2020-02-07 02:00:00,10.32
03808_2_1,2020-02-07 02:15:00,10.2
03808_2_1,2020-02-07 02:30:00,10.44
03808_2_1,2020-02-07 02:45:00,9.92
03808_2_1,2020-02-07 03:00:00,10.28
03808_2_1,2020-02-07 03:15:00,10.16
03808_2_1,2020-02-07 03:30:00,9.96
03808_2_1,2020-02-07 03:45:00,9.96
03808_2_1,2020-02-07 04:00:00,11.2
03808_2_1,2020-02-07 04:15:00,11.84
03808_2_1,2020-02-07 04:30:00,12.08
03808_2_1,2020-02-07 04:45:00,12.72
03808_2_1,2020-02-07 05:00:00,15.8
03808_2_1,2020-02-07 05:15:00,17.6
03808_2_1,2020-02-07 05:30:00,17.56
03808_2_1,2020-02-07 05:45:00,20.28
03808_2_1,2020-02-07 06:00:00,27.4
03808_2_1,2020-02-07 06:15:00,32.88
03808_2_1,2020-02-07 06:30:00,38.88
03808_2_1,2020-02-07 06:45:00,43.28
03808_2_1,2020-02-07 07:00:00,46.88
03808_2_1,2020-02-07 07:15:00,48.2
03808_2_1,2020-02-07 07:30:00,54.6
03808_2_1,2020-02-07 07:45:00,52.04
03808_2_1,2020-02-07 08:00:00,45.16
03808_2_1,2020-02-07 08:15:00,45.4
03808_2_1,2020-02-07 08:30:00,40.96
03808_2_1,2020-02-07 08:45:00,41.04
03808_2_1,2020-02-07 09:00:00,39.8
03808_2_1,2020-02-07 09:15:00,41.88
03808_2_1,2020-02-07 09:30:00,39.28
03808_2_1,2020-02-07 09:45:00,37.72
03808_2_1,2020-02-07 10:00:00,37.16
03808_2_1,2020-02-07 10:15:00,36.88
03808_2_1,2020-02-07 10:30:00,39.4
03808_2_1,2020-02-07 10:45:00,37.72
03808_2_1,2020-02-07 11:00:00,36.44
03808_2_1,2020-02-07 11:15:00,37.64
03808_2_1,2020-02-07 11:30:00,34.6
03808_2_1,2020-02-07 11:45:00,34.24
03808_2_1,2020-02-07 12:00:00,33.84
03808_2_1,2020-02-07 12:15:00,33.6
03808_2_1,2020-02-07 12:30:00,33.64
03808_2_1,2020-02-07 12:45:00,31.88
03808_2_1,2020-02-07 13:00:00,33.56
03808_2_1,2020-02-07 13:15:00,31.6
03808_2_1,2020-02-07 13:30:00,33.36
03808_2_1,2020-02-07 13:45:00,30.44
03808_2_1,2020-02-07 14:00:00,32.44
03808_2_1,2020-02-07 14:15:00,32.08
03808_2_1,2020-02-07 14:30:00,33.28
03808_2_1,2020-02-07 14:45:00,31.92
03808_2_1,2020-02-07 15:00:00,34.12
03808_2_1,2020-02-07 15:15:00,35.08
03808_2_1,2020-02-07 15:30:00,39.88
03808_2_1,2020-02-07 15:45:00,40.2
03808_2_1,2020-02-07 16:00:00,38.84
03808_2_1,2020-02-07 16:15:00,41.12
03808_2_1,2020-02-07 16:30:00,42.56
03808_2_1,2020-02-07 16:45:00,42.32
03808_2_1,2020-02-07 17:00:00,46.08
03808_2_1,2020-02-07 17:15:00,50.88
03808_2_1,2020-02-07 17:30:00,46.16
03808_2_1,2020-02-07 17:45:00,45.64
03808_2_1,2020-02-07 18:00:00,48.68
03808_2_1,2020-02-07 18:15:00,47.96
03808_2_1,2020-02-07 18:30:00,48.8
03808_2_1,2020-02-07 18:45:00,44.32
03808_2_1,2020-02-07 19:00:00,47.56
03808_2_1,2020-02-07 19:15:00,43.88
03808_2_1,2020-02-07 19:30:00,42.16
03808_2_1,2020-02-07 19:45:00,41.28
03808_2_1,2020-02-07 20:00:00,38.52
03808_2_1,2020-02-07 20:15:00,36.44
03808_2_1,2020-02-07 20:30:00,36.28
03808_2_1,2020-02-07 20:45:00,35.04
03808_2_1,2020-02-07 21:00:00,33.56
03808_2_1,2020-02-07 21:15:00,29.04
03808_2_1,2020-02-07 21:30:00,29.12
03808_2_1,2020-02-07 21:45:00,28.84
03808_2_1,2020-02-07 22:00:00,30.08
03808_2_1,2020-02-07 22:15:00,27.32
03808_2_1,2020-02-07 22:30:00,25.24
03808_2_1,2020-02-07 22:45:00,23.52
03808_2_1,2020-02-07 23:00:00,22.32
03808_2_1,2020-02-07 23:15:00,20.08
03808_2_1,2020-02-07 23:30:00,20.36
03808_2_1,2020-02-07 23:45:00,19.84
03808_2_1,2020-02-08 00:00:00,18.08
03808_2_1,2020-02-08 00:15:00,15.92
03808_2_1,2020-02-08 00:30:00,15.72
03808_2_1,2020-02-08 00:45:00,13.56
03808_2_1,2020-02-08 01:00:00,13.56
03808_2_1,2020-02-08 01:15:00,13.24
03808_2_1,2020-02-08 01:30:00,12.32
03808_2_1,2020-02-08 01:45:00,12.04
03808_2_1,2020-02-08 02:00:00,11.08
03808_2_1,2020-02-08 02:15:00,10.8
03808_2_1,2020-02-08 02:30:00,10.56
03808_2_1,2020-02-08 02:45:00,10.48
03808_2_1,2020-02-08 03:00:00,10.6
03808_2_1,2020-02-08 03:15:00,10.64
03808_2_1,2020-02-08 03:30:00,10.2
03808_2_1,2020-02-08 03:45:00,11
03808_2_1,2020-02-08 04:00:00,10.64
03808_2_1,2020-02-08 04:15:00,11.64
03808_2_1,2020-02-08 04:30:00,11.64
03808_2_1,2020-02-08 04:45:00,12.12
03808_2_1,2020-02-08 05:00:00,11.8
03808_2_1,2020-02-08 05:15:00,12.84
03808_2_1,2020-02-08 05:30:00,13.12
03808_2_1,2020-02-08 05:45:00,12.64
03808_2_1,2020-02-08 06:00:00,14.52
03808_2_1,2020-02-08 06:15:00,15.88
03808_2_1,2020-02-08 06:30:00,18.24
03808_2_1,2020-02-08 06:45:00,20.4
03808_2_1,2020-02-08 07:00:00,25
03808_2_1,2020-02-08 07:15:00,29.4
03808_2_1,2020-02-08 07:30:00,33.16
03808_2_1,2020-02-08 07:45:00,38.36
03808_2_1,2020-02-08 08:00:00,43
03808_2_1,2020-02-08 08:15:00,45.12
03808_2_1,2020-02-08 08:30:00,47.12
03808_2_1,2020-02-08 08:45:00,48.28
03808_2_1,2020-02-08 09:00:00,48.04
03808_2_1,2020-02-08 09:15:00,53.4
03808_2_1,2020-02-08 09:30:00,55.4
03808_2_1,2020-02-08 09:45:00,57.04
03808_2_1,2020-02-08 10:00:00,54.08
03808_2_1,2020-02-08 10:15:00,57.6
03808_2_1,2020-02-08 10:30:00,54.08
03808_2_1,2020-02-08 10:45:00,58
03808_2_1,2020-02-08 11:00:00,54.56
03808_2_1,2020-02-08 11:15:00,51.88
03808_2_1,2020-02-08 11:30:00,53.28
03808_2_1,2020-02-08 11:45:00,48.8
03808_2_1,2020-02-08 12:00:00,51.6
03808_2_1,2020-02-08 12:15:00,50.84
03808_2_1,2020-02-08 12:30:00,46.6
03808_2_1,2020-02-08 12:45:00,49.84
03808_2_1,2020-02-08 13:00:00,49
03808_2_1,2020-02-08 13:15:00,48.56
03808_2_1,2020-02-08 13:30:00,46.84
03808_2_1,2020-02-08 13:45:00,43.04
03808_2_1,2020-02-08 14:00:00,43.16
03808_2_1,2020-02-08 14:15:00,40.76
03808_2_1,2020-02-08 14:30:00,41.48
03808_2_1,2020-02-08 14:45:00,40.76
03808_2_1,2020-02-08 15:00:00,39.96
03808_2_1,2020-02-08 15:15:00,40.96
03808_2_1,2020-02-08 15:30:00,42.36
03808_2_1,2020-02-08 15:45:00,41.12
03808_2_1,2020-02-08 16:00:00,42.32
03808_2_1,2020-02-08 16:15:00,40.8
03808_2_1,2020-02-08 16:30:00,45.76
03808_2_1,2020-02-08 16:45:00,41.52
03808_2_1,2020-02-08 17:00:00,41.76
03808_2_1,2020-02-08 17:15:00,43.84
03808_2_1,2020-02-08 17:30:00,45.28
03808_2_1,2020-02-08 17:45:00,44.52
03808_2_1,2020-02-08 18:00:00,43.72
03808_2_1,2020-02-08 18:15:00,46.6
03808_2_1,2020-02-08 18:30:00,42.96
03808_2_1,2020-02-08 18:45:00,47.16
03808_2_1,2020-02-08 19:00:00,44.2
03808_2_1,2020-02-08 19:15:00,39.08
03808_2_1,2020-02-08 19:30:00,36.28
03808_2_1,2020-02-08 19:45:00,33.24
03808_2_1,2020-02-08 20:00:00,34.36
03808_2_1,2020-02-08 20:15:00,36.8
03808_2_1,2020-02-08 20:30:00,34
03808_2_1,2020-02-08 20:45:00,32.48
03808_2_1,2020-02-08 21:00:00,30.92
03808_2_1,2020-02-08 21:15:00,28
03808_2_1,2020-02-08 21:30:00,26.24
03808_2_1,2020-02-08 21:45:00,26.16
03808_2_1,2020-02-08 22:00:00,25.92
03808_2_1,2020-02-08 22:15:00,25.76
03808_2_1,2020-02-08 22:30:00,24.24
03808_2_1,2020-02-08 22:45:00,22.6
03808_2_1,2020-02-08 23:00:00,23.56
03808_2_1,2020-02-08 23:15:00,20.92
03808_2_1,2020-02-08 23:30:00,19.08
03808_2_1,2020-02-08 23:45:00,18.72
03808_2_1,2020-02-09 00:00:00,17.72
03808_2_1,2020-02-09 00:15:00,18.4
03808_2_1,2020-02-09 00:30:00,15.68
03808_2_1,2020-02-09 00:45:00,14.24
03808_2_1,2020-02-09 01:00:00,12.96
03808_2_1,2020-02-09 01:15:00,12.72
03808_2_1,2020-02-09 01:30:00,12.4
03808_2_1,2020-02-09 01:45:00,11.76
03808_2_1,2020-02-09 02:00:00,11.28
03808_2_1,2020-02-09 02:15:00,11.16
03808_2_1,2020-02-09 02:30:00,10.68
03808_2_1,2020-02-09 02:45:00,10.8
03808_2_1,2020-02-09 03:00:00,11.04
03808_2_1,2020-02-09 03:15:00,11.48
03808_2_1,2020-02-09 03:30:00,11.12
03808_2_1,2020-02-09 03:45:00,11.24
03808_2_1,2020-02-09 04:00:00,10.96
03808_2_1,2020-02-09 04:15:00,11.08
03808_2_1,2020-02-09 04:30:00,12.28
03808_2_1,2020-02-09 04:45:00,11.4
03808_2_1,2020-02-09 05:00:00,11.92
03808_2_1,2020-02-09 05:15:00,12.48
03808_2_1,2020-02-09 05:30:00,12.52
03808_2_1,2020-02-09 05:45:00,12.08
03808_2_1,2020-02-09 06:00:00,13.84
03808_2_1,2020-02-09 06:15:00,14.56
03808_2_1,2020-02-09 06:30:00,15.48
03808_2_1,2020-02-09 06:45:00,17.24
03808_2_1,2020-02-09 07:00:00,19.68
03808_2_1,2020-02-09 07:15:00,21.52
03808_2_1,2020-02-09 07:30:00,25.8
03808_2_1,2020-02-09 07:45:00,28.56
03808_2_1,2020-02-09 08:00:00,32.28
03808_2_1,2020-02-09 08:15:00,37.68
03808_2_1,2020-02-09 08:30:00,39.52
03808_2_1,2020-02-09 08:45:00,41.8
03808_2_1,2020-02-09 09:00:00,47.28
03808_2_1,2020-02-09 09:15:00,48.48
03808_2_1,2020-02-09 09:30:00,50.84
03808_2_1,2020-02-09 09:45:00,51.48
03808_2_1,2020-02-09 10:00:00,53.84
03808_2_1,2020-02-09 10:15:00,52.92
03808_2_1,2020-02-09 10:30:00,56.4
03808_2_1,2020-02-09 10:45:00,54.72
03808_2_1,2020-02-09 11:00:00,54.92
03808_2_1,2020-02-09 11:15:00,53.56
03808_2_1,2020-02-09 11:30:00,53.64
03808_2_1,2020-02-09 11:45:00,52.96
03808_2_1,2020-02-09 12:00:00,54.64
03808_2_1,2020-02-09 12:15:00,52.08
03808_2_1,2020-02-09 12:30:00,49.56
03808_2_1,2020-02-09 12:45:00,47.04
03808_2_1,2020-02-09 13:00:00,47.6
03808_2_1,2020-02-09 13:15:00,47.2
03808_2_1,2020-02-09 13:30:00,45.64
03808_2_1,2020-02-09 13:45:00,42.64
03808_2_1,2020-02-09 14:00:00,41.88
03808_2_1,2020-02-09 14:15:00,45.24
03808_2_1,2020-02-09 14:30:00,42.88
03808_2_1,2020-02-09 14:45:00,46
03808_2_1,2020-02-09 15:00:00,45.24
03808_2_1,2020-02-09 15:15:00,44.2
03808_2_1,2020-02-09 15:30:00,40.08
03808_2_1,2020-02-09 15:45:00,44.48
03808_2_1,2020-02-09 16:00:00,43.72
03808_2_1,2020-02-09 16:15:00,46.72
03808_2_1,2020-02-09 16:30:00,45.04
03808_2_1,2020-02-09 16:45:00,44.96
03808_2_1,2020-02-09 17:00:00,50.56
03808_2_1,2020-02-09 17:15:00,51.44
03808_2_1,2020-02-09 17:30:00,50.88
03808_2_1,2020-02-09 17:45:00,46.08
03808_2_1,2020-02-09 18:00:00,48.44
03808_2_1,2020-02-09 18:15:00,54.04
03808_2_1,2020-02-09 18:30:00,52.76
03808_2_1,2020-02-09 18:45:00,49.84
03808_2_1,2020-02-09 19:00:00,48.08
03808_2_1,2020-02-09 19:15:00,44.48
03808_2_1,2020-02-09 19:30:00,44.64
03808_2_1,2020-02-09 19:45:00,43
03808_2_1,2020-02-09 20:00:00,42.6
03808_2_1,2020-02-09 20:15:00,38.08
03808_2_1,2020-02-09 20:30:00,35.88
03808_2_1,2020-02-09 20:45:00,33.68
03808_2_1,2020-02-09 21:00:00,33.44
03808_2_1,2020-02-09 21:15:00,32.6
03808_2_1,2020-02-09 21:30:00,30.28
03808_2_1,2020-02-09 21:45:00,28.76
03808_2_1,2020-02-09 22:00:00,30.52
03808_2_1,2020-02-09 22:15:00,28.8
03808_2_1,2020-02-09 22:30:00,25
03808_2_1,2020-02-09 22:45:00,22.24
03808_2_1,2020-02-09 23:00:00,22.96
03808_2_1,2020-02-09 23:15:00,21.84
03808_2_1,2020-02-09 23:30:00,20.96
03808_2_1,2020-02-09 23:45:00,17.16
03808_2_1,2020-02-10 00:00:00,15.8
03808_2_1,2020-02-10 00:15:00,15.04
03808_2_1,2020-02-10 00:30:00,14.56
03808_2_1,2020-02-10 00:45:00,12.76
03808_2_1,2020-02-10 01:00:00,13.48
03808_2_1,2020-02-10 01:15:00,13.12
03808_2_1,2020-02-10 01:30:00,12.56
03808_2_1,2020-02-10 01:45:00,11.88
03808_2_1,2020-02-10 02:00:00,11.24
03808_2_1,2020-02-10 02:15:00,11.8
03808_2_1,2020-02-10 02:30:00,11
03808_2_1,2020-02-10 02:45:00,10.88
03808_2_1,2020-02-10 03:00:00,11.48
03808_2_1,2020-02-10 03:15:00,11.16
03808_2_1,2020-02-10 03:30:00,11.24
03808_2_1,2020-02-10 03:45:00,11.48
03808_2_1,2020-02-10 04:00:00,12.12
03808_2_1,2020-02-10 04:15:00,13.8
03808_2_1,2020-02-10 04:30:00,13.6
03808_2_1,2020-02-10 04:45:00,14
03808_2_1,2020-02-10 05:00:00,16.88
03808_2_1,2020-02-10 05:15:00,18.2
03808_2_1,2020-02-10 05:30:00,18.72
03808_2_1,2020-02-10 05:45:00,21.36
03808_2_1,2020-02-10 06:00:00,28.04
03808_2_1,2020-02-10 06:15:00,31.44
03808_2_1,2020-02-10 06:30:00,37.4
03808_2_1,2020-02-10 06:45:00,42.92
03808_2_1,2020-02-10 07:00:00,48.16
03808_2_1,2020-02-10 07:15:00,49.04
03808_2_1,2020-02-10 07:30:00,52.12
03808_2_1,2020-02-10 07:45:00,50.4
03808_2_1,2020-02-10 08:00:00,50.4
03808_2_1,2020-02-10 08:15:00,48.44
03808_2_1,2020-02-10 08:30:00,42.16
03808_2_1,2020-02-10 08:45:00,42.44
03808_2_1,2020-02-10 09:00:00,40.64
03808_2_1,2020-02-10 09:15:00,40.32
03808_2_1,2020-02-10 09:30:00,39.08
03808_2_1,2020-02-10 09:45:00,38.92
03808_2_1,2020-02-10 10:00:00,38
03808_2_1,2020-02-10 10:15:00,37.24
03808_2_1,2020-02-10 10:30:00,38.32
03808_2_1,2020-02-10 10:45:00,41.6
03808_2_1,2020-02-10 11:00:00,39.32
03808_2_1,2020-02-10 11:15:00,37.88
03808_2_1,2020-02-10 11:30:00,37.16
03808_2_1,2020-02-10 11:45:00,35.8
03808_2_1,2020-02-10 12:00:00,35.16
03808_2_1,2020-02-10 12:15:00,32.28
03808_2_1,2020-02-10 12:30:00,32.04
03808_2_1,2020-02-10 12:45:00,34.6
03808_2_1,2020-02-10 13:00:00,34.2
03808_2_1,2020-02-10 13:15:00,33.56
03808_2_1,2020-02-10 13:30:00,32.28
03808_2_1,2020-02-10 13:45:00,31.24
03808_2_1,2020-02-10 14:00:00,32.64
03808_2_1,2020-02-10 14:15:00,33.48
03808_2_1,2020-02-10 14:30:00,31.72
03808_2_1,2020-02-10 14:45:00,31.4
03808_2_1,2020-02-10 15:00:00,35.52
03808_2_1,2020-02-10 15:15:00,31.6
03808_2_1,2020-02-10 15:30:00,32.48
03808_2_1,2020-02-10 15:45:00,32.92
03808_2_1,2020-02-10 16:00:00,34.16
03808_2_1,2020-02-10 16:15:00,37.96
03808_2_1,2020-02-10 16:30:00,40.56
03808_2_1,2020-02-10 16:45:00,45.44
03808_2_1,2020-02-10 17:00:00,43.48
03808_2_1,2020-02-10 17:15:00,46.8
03808_2_1,2020-02-10 17:30:00,45.52
03808_2_1,2020-02-10 17:45:00,47.84
03808_2_1,2020-02-10 18:00:00,47.68
03808_2_1,2020-02-10 18:15:00,43.76
03808_2_1,2020-02-10 18:30:00,46.36
03808_2_1,2020-02-10 18:45:00,51.36
03808_2_1,2020-02-10 19:00:00,47.08
03808_2_1,2020-02-10 19:15:00,42
03808_2_1,2020-02-10 19:30:00,41.8
03808_2_1,2020-02-10 19:45:00,39.2
03808_2_1,2020-02-10 20:00:00,42.08
03808_2_1,2020-02-10 20:15:00,40.88
03808_2_1,2020-02-10 20:30:00,37
03808_2_1,2020-02-10 20:45:00,35.92
03808_2_1,2020-02-10 21:00:00,39.32
03808_2_1,2020-02-10 21:15:00,30.4
03808_2_1,2020-02-10 21:30:00,27.88
03808_2_1,2020-02-10 21:45:00,27.48
03808_2_1,2020-02-10 22:00:00,30.36
03808_2_1,2020-02-10 22:15:00,27.52
03808_2_1,2020-02-10 22:30:00,24.12
03808_2_1,2020-02-10 22:45:00,23.52
03808_2_1,2020-02-10 23:00:00,23.96
03808_2_1,2020-02-10 23:15:00,19.92
03808_2_1,2020-02-10 23:30:00,17.2
03808_2_1,2020-02-10 23:45:00,15.64
03808_2_1,2020-02-11 00:00:00,13.48
03808_2_1,2020-02-11 00:15:00,13.4
03808_2_1,2020-02-11 00:30:00,12.88
03808_2_1,2020-02-11 00:45:00,12.28
03808_2_1,2020-02-11 01:00:00,11.36
03808_2_1,2020-02-11 01:15:00,11.68
03808_2_1,2020-02-11 01:30:00,10.72
03808_2_1,2020-02-11 01:45:00,10.56
03808_2_1,2020-02-11 02:00:00,11
03808_2_1,2020-02-11 02:15:00,10.68
03808_2_1,2020-02-11 02:30:00,10.4
03808_2_1,2020-02-11 02:45:00,10.32
03808_2_1,2020-02-11 03:00:00,10.4
03808_2_1,2020-02-11 03:15:00,11.16
03808_2_1,2020-02-11 03:30:00,10.76
03808_2_1,2020-02-11 03:45:00,11.08
03808_2_1,2020-02-11 04:00:00,11.6
03808_2_1,2020-02-11 04:15:00,11.92
03808_2_1,2020-02-11 04:30:00,13.08
03808_2_1,2020-02-11 04:45:00,14.12
03808_2_1,2020-02-11 05:00:00,15.4
03808_2_1,2020-02-11 05:15:00,18.84
03808_2_1,2020-02-11 05:30:00,18.72
03808_2_1,2020-02-11 05:45:00,18.96
03808_2_1,2020-02-11 06:00:00,27.48
03808_2_1,2020-02-11 06:15:00,32.44
03808_2_1,2020-02-11 06:30:00,37.2
03808_2_1,2020-02-11 06:45:00,41.92
03808_2_1,2020-02-11 07:00:00,48.84
03808_2_1,2020-02-11 07:15:00,51.88
03808_2_1,2020-02-11 07:30:00,50.84
03808_2_1,2020-02-11 07:45:00,49.32
03808_2_1,2020-02-11 08:00:00,45.36
03808_2_1,2020-02-11 08:15:00,44.08
03808_2_1,2020-02-11 08:30:00,40.88
03808_2_1,2020-02-11 08:45:00,38.64
03808_2_1,2020-02-11 09:00:00,38.16
03808_2_1,2020-02-11 09:15:00,37.16
03808_2_1,2020-02-11 09:30:00,34.72
03808_2_1,2020-02-11 09:45:00,35.68
03808_2_1,2020-02-11 10:00:00,34.84
03808_2_1,2020-02-11 10:15:00,35.24
03808_2_1,2020-02-11 10:30:00,34.32
03808_2_1,2020-02-11 10:45:00,35.24
03808_2_1,2020-02-11 11:00:00,34.04
03808_2_1,2020-02-11 11:15:00,34.96
03808_2_1,2020-02-11 11:30:00,32.8
03808_2_1,2020-02-11 11:45:00,34.32
03808_2_1,2020-02-11 12:00:00,32.88
03808_2_1,2020-02-11 12:15:00,32.04
03808_2_1,2020-02-11 12:30:00,32.68
03808_2_1,2020-02-11 12:45:00,32.36
03808_2_1,2020-02-11 13:00:00,31.84
03808_2_1,2020-02-11 13:15:00,32.08
03808_2_1,2020-02-11 13:30:00,30.64
03808_2_1,2020-02-11 13:45:00,29.24
03808_2_1,2020-02-11 14:00:00,30
03808_2_1,2020-02-11 14:15:00,29.96
03808_2_1,2020-02-11 14:30:00,32.72
03808_2_1,2020-02-11 14:45:00,33.56
03808_2_1,2020-02-11 15:00:00,32.6
03808_2_1,2020-02-11 15:15:00,32.6
03808_2_1,2020-02-11 15:30:00,34.6
03808_2_1,2020-02-11 15:45:00,37.04
03808_2_1,2020-02-11 16:00:00,36.12
03808_2_1,2020-02-11 16:15:00,36.76
03808_2_1,2020-02-11 16:30:00,40.2
03808_2_1,2020-02-11 16:45:00,43.44
03808_2_1,2020-02-11 17:00:00,45.32
03808_2_1,2020-02-11 17:15:00,45.2
03808_2_1,2020-02-11 17:30:00,46.32
03808_2_1,2020-02-11 17:45:00,46.28
03808_2_1,2020-02-11 18:00:00,51.92
03808_2_1,2020-02-11 18:15:00,51.32
03808_2_1,2020-02-11 18:30:00,47.72
03808_2_1,2020-02-11 18:45:00,50.04
03808_2_1,2020-02-11 19:00:00,49.8
03808_2_1,2020-02-11 19:15:00,45.32
03808_2_1,2020-02-11 19:30:00,49.8
03808_2_1,2020-02-11 19:45:00,44.64
03808_2_1,2020-02-11 20:00:00,45.96
03808_2_1,2020-02-11 20:15:00,43.44
03808_2_1,2020-02-11 20:30:00,36.88
03808_2_1,2020-02-11 20:45:00,37
03808_2_1,2020-02-11 21:00:00,37.32
03808_2_1,2020-02-11 21:15:00,30
03808_2_1,2020-02-11 21:30:00,28.44
03808_2_1,2020-02-11 21:45:00,27.2
03808_2_1,2020-02-11 22:00:00,34.2
03808_2_1,2020-02-11 22:15:00,29.44
03808_2_1,2020-02-11 22:30:00,26.28
03808_2_1,2020-02-11 22:45:00,24.16
03808_2_1,2020-02-11 23:00:00,23.12
03808_2_1,2020-02-11 23:15:00,19.4
03808_2_1,2020-02-11 23:30:00,18
03808_2_1,2020-02-11 23:45:00,16.4
03808_2_1,2020-02-12 00:00:00,15.44
03808_2_1,2020-02-12 00:15:00,14.04
03808_2_1,2020-02-12 00:30:00,12.76
03808_2_1,2020-02-12 00:45:00,12.28
03808_2_1,2020-02-12 01:00:00,11.6
03808_2_1,2020-02-12 01:15:00,11.6
03808_2_1,2020-02-12 01:30:00,11.16
03808_2_1,2020-02-12 01:45:00,11.04
03808_2_1,2020-02-12 02:00:00,11.24
03808_2_1,2020-02-12 02:15:00,10.92
03808_2_1,2020-02-12 02:30:00,10.6
03808_2_1,2020-02-12 02:45:00,10.68
03808_2_1,2020-02-12 03:00:00,11.4
03808_2_1,2020-02-12 03:15:00,11.48
03808_2_1,2020-02-12 03:30:00,10.88
03808_2_1,2020-02-12 03:45:00,11.16
03808_2_1,2020-02-12 04:00:00,11.32
03808_2_1,2020-02-12 04:15:00,12
03808_2_1,2020-02-12 04:30:00,13.04
03808_2_1,2020-02-12 04:45:00,15.12
03808_2_1,2020-02-12 05:00:00,16.72
03808_2_1,2020-02-12 05:15:00,17.88
03808_2_1,2020-02-12 05:30:00,18.2
03808_2_1,2020-02-12 05:45:00,19.92
03808_2_1,2020-02-12 06:00:00,27.36
03808_2_1,2020-02-12 06:15:00,35
03808_2_1,2020-02-12 06:30:00,37.96
03808_2_1,2020-02-12 06:45:00,46.12
03808_2_1,2020-02-12 07:00:00,45.52
03808_2_1,2020-02-12 07:15:00,52.32
03808_2_1,2020-02-12 07:30:00,52.52
03808_2_1,2020-02-12 07:45:00,53.16
03808_2_1,2020-02-12 08:00:00,50.12
03808_2_1,2020-02-12 08:15:00,48.12
03808_2_1,2020-02-12 08:30:00,42.28
03808_2_1,2020-02-12 08:45:00,44.24
03808_2_1,2020-02-12 09:00:00,42.12
03808_2_1,2020-02-12 09:15:00,39
03808_2_1,2020-02-12 09:30:00,36.16
03808_2_1,2020-02-12 09:45:00,37.88
03808_2_1,2020-02-12 10:00:00,34.16
03808_2_1,2020-02-12 10:15:00,37.8
03808_2_1,2020-02-12 10:30:00,35.76
03808_2_1,2020-02-12 10:45:00,36.88
03808_2_1,2020-02-12 11:00:00,37.08
03808_2_1,2020-02-12 11:15:00,37.36
03808_2_1,2020-02-12 11:30:00,33
03808_2_1,2020-02-12 11:45:00,35.68
03808_2_1,2020-02-12 12:00:00,32.68
03808_2_1,2020-02-12 12:15:00,32.88
03808_2_1,2020-02-12 12:30:00,31.32
03808_2_1,2020-02-12 12:45:00,32.96
03808_2_1,2020-02-12 13:00:00,32.56
03808_2_1,2020-02-12 13:15:00,33.2
03808_2_1,2020-02-12 13:30:00,31.64
03808_2_1,2020-02-12 13:45:00,31.52
03808_2_1,2020-02-12 14:00:00,33.28
03808_2_1,2020-02-12 14:15:00,31.8
03808_2_1,2020-02-12 14:30:00,33
03808_2_1,2020-02-12 14:45:00,33.4
03808_2_1,2020-02-12 15:00:00,33.04
03808_2_1,2020-02-12 15:15:00,34.64
03808_2_1,2020-02-12 15:30:00,36.12
03808_2_1,2020-02-12 15:45:00,38.68
03808_2_1,2020-02-12 16:00:00,36.32
03808_2_1,2020-02-12 16:15:00,36.6
03808_2_1,2020-02-12 16:30:00,40.16
03808_2_1,2020-02-12 16:45:00,38.96
03808_2_1,2020-02-12 17:00:00,40.32
03808_2_1,2020-02-12 17:15:00,41.84
03808_2_1,2020-02-12 17:30:00,47.08
03808_2_1,2020-02-12 17:45:00,46.72
03808_2_1,2020-02-12 18:00:00,48.6
03808_2_1,2020-02-12 18:15:00,49.48
03808_2_1,2020-02-12 18:30:00,50.52
03808_2_1,2020-02-12 18:45:00,47.76
03808_2_1,2020-02-12 19:00:00,47
03808_2_1,2020-02-12 19:15:00,46.24
03808_2_1,2020-02-12 19:30:00,46.92
03808_2_1,2020-02-12 19:45:00,44.32
03808_2_1,2020-02-12 20:00:00,45.48
