site_id,all_datetime,value
03805_PRV_2,2019-11-29 08:00:00,80.32
03805_PRV_2,2019-11-29 08:15:00,77.32
03805_PRV_2,2019-11-29 08:30:00,73.32
03805_PRV_2,2019-11-29 08:45:00,64.52
03805_PRV_2,2019-11-29 09:00:00,61.76
03805_PRV_2,2019-11-29 09:15:00,71.8
03805_PRV_2,2019-11-29 09:30:00,67.96
03805_PRV_2,2019-11-29 09:45:00,64.52
03805_PRV_2,2019-11-29 10:00:00,65.16
03805_PRV_2,2019-11-29 10:15:00,66.48
03805_PRV_2,2019-11-29 10:30:00,61.32
03805_PRV_2,2019-11-29 10:45:00,62.08
03805_PRV_2,2019-11-29 11:00:00,61.96
03805_PRV_2,2019-11-29 11:15:00,58.72
03805_PRV_2,2019-11-29 11:30:00,64.44
03805_PRV_2,2019-11-29 11:45:00,61.6
03805_PRV_2,2019-11-29 12:00:00,66
03805_PRV_2,2019-11-29 12:15:00,58.16
03805_PRV_2,2019-11-29 12:30:00,62.76
03805_PRV_2,2019-11-29 12:45:00,56.36
03805_PRV_2,2019-11-29 13:00:00,60.48
03805_PRV_2,2019-11-29 13:15:00,62.6
03805_PRV_2,2019-11-29 13:30:00,56.92
03805_PRV_2,2019-11-29 13:45:00,60.72
03805_PRV_2,2019-11-29 14:00:00,56.56
03805_PRV_2,2019-11-29 14:15:00,53.24
03805_PRV_2,2019-11-29 14:30:00,56.08
03805_PRV_2,2019-11-29 14:45:00,55.52
03805_PRV_2,2019-11-29 15:00:00,57.4
03805_PRV_2,2019-11-29 15:15:00,55.2
03805_PRV_2,2019-11-29 15:30:00,53.68
03805_PRV_2,2019-11-29 15:45:00,60.28
03805_PRV_2,2019-11-29 16:00:00,61.8
03805_PRV_2,2019-11-29 16:15:00,60.28
03805_PRV_2,2019-11-29 16:30:00,62.64
03805_PRV_2,2019-11-29 16:45:00,62.36
03805_PRV_2,2019-11-29 17:00:00,68.08
03805_PRV_2,2019-11-29 17:15:00,63.92
03805_PRV_2,2019-11-29 17:30:00,65.48
03805_PRV_2,2019-11-29 17:45:00,65.56
03805_PRV_2,2019-11-29 18:00:00,70.6
03805_PRV_2,2019-11-29 18:15:00,68.52
03805_PRV_2,2019-11-29 18:30:00,65
03805_PRV_2,2019-11-29 18:45:00,65.44
03805_PRV_2,2019-11-29 19:00:00,64.32
03805_PRV_2,2019-11-29 19:15:00,64.52
03805_PRV_2,2019-11-29 19:30:00,66.04
03805_PRV_2,2019-11-29 19:45:00,66.96
03805_PRV_2,2019-11-29 20:00:00,60.44
03805_PRV_2,2019-11-29 20:15:00,60.84
03805_PRV_2,2019-11-29 20:30:00,59.8
03805_PRV_2,2019-11-29 20:45:00,60.76
03805_PRV_2,2019-11-29 21:00:00,59.2
03805_PRV_2,2019-11-29 21:15:00,57.4
03805_PRV_2,2019-11-29 21:30:00,51.08
03805_PRV_2,2019-11-29 21:45:00,48.4
03805_PRV_2,2019-11-29 22:00:00,48.48
03805_PRV_2,2019-11-29 22:15:00,47.64
03805_PRV_2,2019-11-29 22:30:00,45.12
03805_PRV_2,2019-11-29 22:45:00,47.64
03805_PRV_2,2019-11-29 23:00:00,47.36
03805_PRV_2,2019-11-29 23:15:00,39.4
03805_PRV_2,2019-11-29 23:30:00,37.88
03805_PRV_2,2019-11-29 23:45:00,36.24
03805_PRV_2,2019-11-30 00:00:00,32.24
03805_PRV_2,2019-11-30 00:15:00,31.36
03805_PRV_2,2019-11-30 00:30:00,27.6
03805_PRV_2,2019-11-30 00:45:00,26.24
03805_PRV_2,2019-11-30 01:00:00,26.8
03805_PRV_2,2019-11-30 01:15:00,24.2
03805_PRV_2,2019-11-30 01:30:00,23
03805_PRV_2,2019-11-30 01:45:00,23.68
03805_PRV_2,2019-11-30 02:00:00,24.16
03805_PRV_2,2019-11-30 02:15:00,20.24
03805_PRV_2,2019-11-30 02:30:00,20.92
03805_PRV_2,2019-11-30 02:45:00,20.32
03805_PRV_2,2019-11-30 03:00:00,19.68
03805_PRV_2,2019-11-30 03:15:00,18.48
03805_PRV_2,2019-11-30 03:30:00,19.8
03805_PRV_2,2019-11-30 03:45:00,20.72
03805_PRV_2,2019-11-30 04:00:00,20.2
03805_PRV_2,2019-11-30 04:15:00,21.28
03805_PRV_2,2019-11-30 04:30:00,21.12
03805_PRV_2,2019-11-30 04:45:00,25.76
03805_PRV_2,2019-11-30 05:00:00,21.88
03805_PRV_2,2019-11-30 05:15:00,24.84
03805_PRV_2,2019-11-30 05:30:00,25.92
03805_PRV_2,2019-11-30 05:45:00,25.36
03805_PRV_2,2019-11-30 06:00:00,27.72
03805_PRV_2,2019-11-30 06:15:00,32.64
03805_PRV_2,2019-11-30 06:30:00,31.12
03805_PRV_2,2019-11-30 06:45:00,33.76
03805_PRV_2,2019-11-30 07:00:00,35.72
03805_PRV_2,2019-11-30 07:15:00,42.2
03805_PRV_2,2019-11-30 07:30:00,42.68
03805_PRV_2,2019-11-30 07:45:00,45.88
03805_PRV_2,2019-11-30 08:00:00,57.64
03805_PRV_2,2019-11-30 08:15:00,58.84
03805_PRV_2,2019-11-30 08:30:00,62.68
03805_PRV_2,2019-11-30 08:45:00,65.44
03805_PRV_2,2019-11-30 09:00:00,68.4
03805_PRV_2,2019-11-30 09:15:00,76.64
03805_PRV_2,2019-11-30 09:30:00,77.6
03805_PRV_2,2019-11-30 09:45:00,79.48
03805_PRV_2,2019-11-30 10:00:00,82.44
03805_PRV_2,2019-11-30 10:15:00,81.2
03805_PRV_2,2019-11-30 10:30:00,81.92
03805_PRV_2,2019-11-30 10:45:00,82
03805_PRV_2,2019-11-30 11:00:00,80.16
03805_PRV_2,2019-11-30 11:15:00,81.84
03805_PRV_2,2019-11-30 11:30:00,84.56
03805_PRV_2,2019-11-30 11:45:00,76.28
03805_PRV_2,2019-11-30 12:00:00,72.8
03805_PRV_2,2019-11-30 12:15:00,75.68
03805_PRV_2,2019-11-30 12:30:00,72.16
03805_PRV_2,2019-11-30 12:45:00,69.48
03805_PRV_2,2019-11-30 13:00:00,69.08
03805_PRV_2,2019-11-30 13:15:00,70.92
03805_PRV_2,2019-11-30 13:30:00,71.68
03805_PRV_2,2019-11-30 13:45:00,69.6
03805_PRV_2,2019-11-30 14:00:00,70.04
03805_PRV_2,2019-11-30 14:15:00,67.68
03805_PRV_2,2019-11-30 14:30:00,63.52
03805_PRV_2,2019-11-30 14:45:00,58.6
03805_PRV_2,2019-11-30 15:00:00,58.44
03805_PRV_2,2019-11-30 15:15:00,63.84
03805_PRV_2,2019-11-30 15:30:00,63.76
03805_PRV_2,2019-11-30 15:45:00,64.04
03805_PRV_2,2019-11-30 16:00:00,68.92
03805_PRV_2,2019-11-30 16:15:00,63.84
03805_PRV_2,2019-11-30 16:30:00,60.8
03805_PRV_2,2019-11-30 16:45:00,62.8
03805_PRV_2,2019-11-30 17:00:00,65.84
03805_PRV_2,2019-11-30 17:15:00,68.68
03805_PRV_2,2019-11-30 17:30:00,67.16
03805_PRV_2,2019-11-30 17:45:00,65.68
03805_PRV_2,2019-11-30 18:00:00,63.28
03805_PRV_2,2019-11-30 18:15:00,66.04
03805_PRV_2,2019-11-30 18:30:00,67.88
03805_PRV_2,2019-11-30 18:45:00,65.36
03805_PRV_2,2019-11-30 19:00:00,63.88
03805_PRV_2,2019-11-30 19:15:00,60.48
03805_PRV_2,2019-11-30 19:30:00,61
03805_PRV_2,2019-11-30 19:45:00,59.12
03805_PRV_2,2019-11-30 20:00:00,59.92
03805_PRV_2,2019-11-30 20:15:00,57.92
03805_PRV_2,2019-11-30 20:30:00,56.24
03805_PRV_2,2019-11-30 20:45:00,59.2
03805_PRV_2,2019-11-30 21:00:00,56.76
03805_PRV_2,2019-11-30 21:15:00,53.84
03805_PRV_2,2019-11-30 21:30:00,49.04
03805_PRV_2,2019-11-30 21:45:00,48.6
03805_PRV_2,2019-11-30 22:00:00,48.4
03805_PRV_2,2019-11-30 22:15:00,47.96
03805_PRV_2,2019-11-30 22:30:00,47.84
03805_PRV_2,2019-11-30 22:45:00,41.04
03805_PRV_2,2019-11-30 23:00:00,41.52
03805_PRV_2,2019-11-30 23:15:00,38.92
03805_PRV_2,2019-11-30 23:30:00,35.96
03805_PRV_2,2019-11-30 23:45:00,35.44
03805_PRV_2,2019-12-01 00:00:00,32.36
03805_PRV_2,2019-12-01 00:15:00,31.76
03805_PRV_2,2019-12-01 00:30:00,30.44
03805_PRV_2,2019-12-01 00:45:00,27.96
03805_PRV_2,2019-12-01 01:00:00,29.08
03805_PRV_2,2019-12-01 01:15:00,28.28
03805_PRV_2,2019-12-01 01:30:00,24.12
03805_PRV_2,2019-12-01 01:45:00,22.52
03805_PRV_2,2019-12-01 02:00:00,23.88
03805_PRV_2,2019-12-01 02:15:00,21.24
03805_PRV_2,2019-12-01 02:30:00,21.08
03805_PRV_2,2019-12-01 02:45:00,20.84
03805_PRV_2,2019-12-01 03:00:00,21.4
03805_PRV_2,2019-12-01 03:15:00,20.68
03805_PRV_2,2019-12-01 03:30:00,19.24
03805_PRV_2,2019-12-01 03:45:00,19.88
03805_PRV_2,2019-12-01 04:00:00,20.08
03805_PRV_2,2019-12-01 04:15:00,21.2
03805_PRV_2,2019-12-01 04:30:00,22.8
03805_PRV_2,2019-12-01 04:45:00,21.96
03805_PRV_2,2019-12-01 05:00:00,19.76
03805_PRV_2,2019-12-01 05:15:00,20.96
03805_PRV_2,2019-12-01 05:30:00,23.56
03805_PRV_2,2019-12-01 05:45:00,23.28
03805_PRV_2,2019-12-01 06:00:00,23.88
03805_PRV_2,2019-12-01 06:15:00,27.28
03805_PRV_2,2019-12-01 06:30:00,28.16
03805_PRV_2,2019-12-01 06:45:00,27.56
03805_PRV_2,2019-12-01 07:00:00,32.36
03805_PRV_2,2019-12-01 07:15:00,35.64
03805_PRV_2,2019-12-01 07:30:00,36.68
03805_PRV_2,2019-12-01 07:45:00,44.84
03805_PRV_2,2019-12-01 08:00:00,52.36
03805_PRV_2,2019-12-01 08:15:00,53.08
03805_PRV_2,2019-12-01 08:30:00,60.08
03805_PRV_2,2019-12-01 08:45:00,66.44
03805_PRV_2,2019-12-01 09:00:00,75.04
03805_PRV_2,2019-12-01 09:15:00,81.16
03805_PRV_2,2019-12-01 09:30:00,81.88
03805_PRV_2,2019-12-01 09:45:00,87
03805_PRV_2,2019-12-01 10:00:00,86.4
03805_PRV_2,2019-12-01 10:15:00,91.88
03805_PRV_2,2019-12-01 10:30:00,85.24
03805_PRV_2,2019-12-01 10:45:00,84.08
03805_PRV_2,2019-12-01 11:00:00,80.44
03805_PRV_2,2019-12-01 11:15:00,82.88
03805_PRV_2,2019-12-01 11:30:00,83.04
03805_PRV_2,2019-12-01 11:45:00,83.96
03805_PRV_2,2019-12-01 12:00:00,80.92
03805_PRV_2,2019-12-01 12:15:00,83.12
03805_PRV_2,2019-12-01 12:30:00,80.2
03805_PRV_2,2019-12-01 12:45:00,82.28
03805_PRV_2,2019-12-01 13:00:00,80.68
03805_PRV_2,2019-12-01 13:15:00,79.28
03805_PRV_2,2019-12-01 13:30:00,77.8
03805_PRV_2,2019-12-01 13:45:00,74.48
03805_PRV_2,2019-12-01 14:00:00,73.76
03805_PRV_2,2019-12-01 14:15:00,72.2
03805_PRV_2,2019-12-01 14:30:00,72.6
03805_PRV_2,2019-12-01 14:45:00,73.64
03805_PRV_2,2019-12-01 15:00:00,70.68
03805_PRV_2,2019-12-01 15:15:00,72.56
03805_PRV_2,2019-12-01 15:30:00,67.8
03805_PRV_2,2019-12-01 15:45:00,70.76
03805_PRV_2,2019-12-01 16:00:00,67.08
03805_PRV_2,2019-12-01 16:15:00,69.52
03805_PRV_2,2019-12-01 16:30:00,73.84
03805_PRV_2,2019-12-01 16:45:00,69.08
03805_PRV_2,2019-12-01 17:00:00,70.6
03805_PRV_2,2019-12-01 17:15:00,73.68
03805_PRV_2,2019-12-01 17:30:00,72.56
03805_PRV_2,2019-12-01 17:45:00,74.8
03805_PRV_2,2019-12-01 18:00:00,75.32
03805_PRV_2,2019-12-01 18:15:00,73.4
03805_PRV_2,2019-12-01 18:30:00,77.44
03805_PRV_2,2019-12-01 18:45:00,75.16
03805_PRV_2,2019-12-01 19:00:00,74.08
03805_PRV_2,2019-12-01 19:15:00,75.2
03805_PRV_2,2019-12-01 19:30:00,75.8
03805_PRV_2,2019-12-01 19:45:00,72.8
03805_PRV_2,2019-12-01 20:00:00,70.92
03805_PRV_2,2019-12-01 20:15:00,67.76
03805_PRV_2,2019-12-01 20:30:00,67.32
03805_PRV_2,2019-12-01 20:45:00,63.56
03805_PRV_2,2019-12-01 21:00:00,62.36
03805_PRV_2,2019-12-01 21:15:00,62.56
03805_PRV_2,2019-12-01 21:30:00,57.16
03805_PRV_2,2019-12-01 21:45:00,55.24
03805_PRV_2,2019-12-01 22:00:00,49.08
03805_PRV_2,2019-12-01 22:15:00,53.16
03805_PRV_2,2019-12-01 22:30:00,49.92
03805_PRV_2,2019-12-01 22:45:00,45.64
03805_PRV_2,2019-12-01 23:00:00,41.68
03805_PRV_2,2019-12-01 23:15:00,38.04
03805_PRV_2,2019-12-01 23:30:00,35.68
03805_PRV_2,2019-12-01 23:45:00,33.28
03805_PRV_2,2019-12-02 00:00:00,32.16
03805_PRV_2,2019-12-02 00:15:00,32.44
03805_PRV_2,2019-12-02 00:30:00,24.76
03805_PRV_2,2019-12-02 00:45:00,27.12
03805_PRV_2,2019-12-02 01:00:00,23.88
03805_PRV_2,2019-12-02 01:15:00,23
03805_PRV_2,2019-12-02 01:30:00,24.12
03805_PRV_2,2019-12-02 01:45:00,22.68
03805_PRV_2,2019-12-02 02:00:00,20.24
03805_PRV_2,2019-12-02 02:15:00,20.64
03805_PRV_2,2019-12-02 02:30:00,23.68
03805_PRV_2,2019-12-02 02:45:00,20.32
03805_PRV_2,2019-12-02 03:00:00,21.08
03805_PRV_2,2019-12-02 03:15:00,20.68
03805_PRV_2,2019-12-02 03:30:00,20.4
03805_PRV_2,2019-12-02 03:45:00,20.6
03805_PRV_2,2019-12-02 04:00:00,21.24
03805_PRV_2,2019-12-02 04:15:00,23
03805_PRV_2,2019-12-02 04:30:00,24.36
03805_PRV_2,2019-12-02 04:45:00,25.24
03805_PRV_2,2019-12-02 05:00:00,28.96
03805_PRV_2,2019-12-02 05:15:00,29.96
03805_PRV_2,2019-12-02 05:30:00,32
03805_PRV_2,2019-12-02 05:45:00,35.96
03805_PRV_2,2019-12-02 06:00:00,38.96
03805_PRV_2,2019-12-02 06:15:00,43.52
03805_PRV_2,2019-12-02 06:30:00,47.56
03805_PRV_2,2019-12-02 06:45:00,51.44
03805_PRV_2,2019-12-02 07:00:00,63.8
03805_PRV_2,2019-12-02 07:15:00,67.52
03805_PRV_2,2019-12-02 07:30:00,75.72
03805_PRV_2,2019-12-02 07:45:00,75.36
03805_PRV_2,2019-12-02 08:00:00,79.56
03805_PRV_2,2019-12-02 08:15:00,76.52
03805_PRV_2,2019-12-02 08:30:00,70.68
03805_PRV_2,2019-12-02 08:45:00,65.2
03805_PRV_2,2019-12-02 09:00:00,61.44
03805_PRV_2,2019-12-02 09:15:00,64.56
03805_PRV_2,2019-12-02 09:30:00,66.24
03805_PRV_2,2019-12-02 09:45:00,67.4
03805_PRV_2,2019-12-02 10:00:00,68.36
03805_PRV_2,2019-12-02 10:15:00,66.32
03805_PRV_2,2019-12-02 10:30:00,69.04
03805_PRV_2,2019-12-02 10:45:00,66.68
03805_PRV_2,2019-12-02 11:00:00,59.32
03805_PRV_2,2019-12-02 11:15:00,65.32
03805_PRV_2,2019-12-02 11:30:00,62.4
03805_PRV_2,2019-12-02 11:45:00,60.96
03805_PRV_2,2019-12-02 12:00:00,62.2
03805_PRV_2,2019-12-02 12:15:00,62.24
03805_PRV_2,2019-12-02 12:30:00,60.36
03805_PRV_2,2019-12-02 12:45:00,60.64
03805_PRV_2,2019-12-02 13:00:00,58
03805_PRV_2,2019-12-02 13:15:00,57.6
03805_PRV_2,2019-12-02 13:30:00,55.52
03805_PRV_2,2019-12-02 13:45:00,54.68
03805_PRV_2,2019-12-02 14:00:00,54.08
03805_PRV_2,2019-12-02 14:15:00,50.8
03805_PRV_2,2019-12-02 14:30:00,57.64
03805_PRV_2,2019-12-02 14:45:00,55.32
03805_PRV_2,2019-12-02 15:00:00,50.48
03805_PRV_2,2019-12-02 15:15:00,54.8
03805_PRV_2,2019-12-02 15:30:00,53.84
03805_PRV_2,2019-12-02 15:45:00,53.44
03805_PRV_2,2019-12-02 16:00:00,74.68
03805_PRV_2,2019-12-02 16:15:00,66.32
03805_PRV_2,2019-12-02 16:30:00,64.04
03805_PRV_2,2019-12-02 16:45:00,66.96
03805_PRV_2,2019-12-02 17:00:00,64.36
03805_PRV_2,2019-12-02 17:15:00,64.4
03805_PRV_2,2019-12-02 17:30:00,69.88
03805_PRV_2,2019-12-02 17:45:00,70.92
03805_PRV_2,2019-12-02 18:00:00,70.48
03805_PRV_2,2019-12-02 18:15:00,73.88
03805_PRV_2,2019-12-02 18:30:00,68.72
03805_PRV_2,2019-12-02 18:45:00,69.6
03805_PRV_2,2019-12-02 19:00:00,70.32
03805_PRV_2,2019-12-02 19:15:00,69.68
03805_PRV_2,2019-12-02 19:30:00,71.08
03805_PRV_2,2019-12-02 19:45:00,67.88
03805_PRV_2,2019-12-02 20:00:00,65.32
03805_PRV_2,2019-12-02 20:15:00,68.4
03805_PRV_2,2019-12-02 20:30:00,62.76
03805_PRV_2,2019-12-02 20:45:00,64.24
03805_PRV_2,2019-12-02 21:00:00,58.48
03805_PRV_2,2019-12-02 21:15:00,63.2
03805_PRV_2,2019-12-02 21:30:00,54.24
03805_PRV_2,2019-12-02 21:45:00,52.68
03805_PRV_2,2019-12-02 22:00:00,50.8
03805_PRV_2,2019-12-02 22:15:00,49.32
03805_PRV_2,2019-12-02 22:30:00,47.32
03805_PRV_2,2019-12-02 22:45:00,48.6
03805_PRV_2,2019-12-02 23:00:00,45.36
03805_PRV_2,2019-12-02 23:15:00,39.24
03805_PRV_2,2019-12-02 23:30:00,34.12
03805_PRV_2,2019-12-02 23:45:00,29.76
03805_PRV_2,2019-12-03 00:00:00,28.2
03805_PRV_2,2019-12-03 00:15:00,27.48
03805_PRV_2,2019-12-03 00:30:00,25.32
03805_PRV_2,2019-12-03 00:45:00,24.52
03805_PRV_2,2019-12-03 01:00:00,22.88
03805_PRV_2,2019-12-03 01:15:00,22.92
03805_PRV_2,2019-12-03 01:30:00,21.24
03805_PRV_2,2019-12-03 01:45:00,21
03805_PRV_2,2019-12-03 02:00:00,22.8
03805_PRV_2,2019-12-03 02:15:00,22.16
03805_PRV_2,2019-12-03 02:30:00,21.44
03805_PRV_2,2019-12-03 02:45:00,22.04
03805_PRV_2,2019-12-03 03:00:00,22.04
03805_PRV_2,2019-12-03 03:15:00,25.28
03805_PRV_2,2019-12-03 03:30:00,21.56
03805_PRV_2,2019-12-03 03:45:00,21.08
03805_PRV_2,2019-12-03 04:00:00,21.04
03805_PRV_2,2019-12-03 04:15:00,21.88
03805_PRV_2,2019-12-03 04:30:00,24.16
03805_PRV_2,2019-12-03 04:45:00,25.32
03805_PRV_2,2019-12-03 05:00:00,28.84
03805_PRV_2,2019-12-03 05:15:00,31.28
03805_PRV_2,2019-12-03 05:30:00,30.8
03805_PRV_2,2019-12-03 05:45:00,34.6
03805_PRV_2,2019-12-03 06:00:00,38.96
03805_PRV_2,2019-12-03 06:15:00,44.56
03805_PRV_2,2019-12-03 06:30:00,50.12
03805_PRV_2,2019-12-03 06:45:00,53.24
03805_PRV_2,2019-12-03 07:00:00,59.6
03805_PRV_2,2019-12-03 07:15:00,68.28
03805_PRV_2,2019-12-03 07:30:00,79.6
03805_PRV_2,2019-12-03 07:45:00,77.8
03805_PRV_2,2019-12-03 08:00:00,77.96
03805_PRV_2,2019-12-03 08:15:00,77.6
03805_PRV_2,2019-12-03 08:30:00,71.52
03805_PRV_2,2019-12-03 08:45:00,64.08
03805_PRV_2,2019-12-03 09:00:00,64.08
03805_PRV_2,2019-12-03 09:15:00,67
03805_PRV_2,2019-12-03 09:30:00,63.24
03805_PRV_2,2019-12-03 09:45:00,65.28
03805_PRV_2,2019-12-03 10:00:00,66.88
03805_PRV_2,2019-12-03 10:15:00,61.8
03805_PRV_2,2019-12-03 10:30:00,64.04
03805_PRV_2,2019-12-03 10:45:00,63.6
03805_PRV_2,2019-12-03 11:00:00,62.88
03805_PRV_2,2019-12-03 11:15:00,67.88
03805_PRV_2,2019-12-03 11:30:00,61.76
03805_PRV_2,2019-12-03 11:45:00,60.16
03805_PRV_2,2019-12-03 12:00:00,65.6
03805_PRV_2,2019-12-03 12:15:00,59.32
03805_PRV_2,2019-12-03 12:30:00,60.48
03805_PRV_2,2019-12-03 12:45:00,56.24
03805_PRV_2,2019-12-03 13:00:00,60.96
03805_PRV_2,2019-12-03 13:15:00,59.48
03805_PRV_2,2019-12-03 13:30:00,60.92
03805_PRV_2,2019-12-03 13:45:00,57.04
03805_PRV_2,2019-12-03 14:00:00,53.6
03805_PRV_2,2019-12-03 14:15:00,51.12
03805_PRV_2,2019-12-03 14:30:00,51.8
03805_PRV_2,2019-12-03 14:45:00,54.08
03805_PRV_2,2019-12-03 15:00:00,51
03805_PRV_2,2019-12-03 15:15:00,52
03805_PRV_2,2019-12-03 15:30:00,56.28
03805_PRV_2,2019-12-03 15:45:00,53.72
