all_datetime,03805_PRV_1,03805_PRV_2,3807_1,03808_1_1,03808_2_1,3809_1,3810_1,3811_1,3812_1,03814_1_1,03814_2_1
2020-02-08 06:45:00,,,,12.8,,,,,,,
2020-02-08 07:00:00,,,,13.6,,,,,,,
2020-02-08 07:15:00,,,,14.32,,,,,,,
2020-02-08 07:30:00,,,,16.32,,,,,,,
2020-02-08 07:45:00,,,,22.12,,,,,,,
2020-02-08 08:00:00,,,,26.4,,,,,,,
2020-02-08 08:15:00,,,,31,,,,,,,
2020-02-08 08:30:00,,,,33.24,,,,,,,
2020-02-08 08:45:00,,,,31.44,,,,,,,
2020-02-08 09:00:00,,,,33.32,,,,,,,
2020-02-08 09:15:00,,,,33.68,,,,,,,
2020-02-08 09:30:00,,,,35.8,,,,,,,
2020-02-08 09:45:00,,,,37.92,,,,,,,
2020-02-08 10:00:00,,,,38.68,,,,,,,
2020-02-08 10:15:00,,,,38.32,,,,,,,
2020-02-08 10:30:00,,,,37.28,,,,,,,
2020-02-08 10:45:00,,,,38.48,,,,,,,
2020-02-08 11:00:00,,,,37.32,,,,,,,
2020-02-08 11:15:00,,,,38.96,,,,,,,
2020-02-08 11:30:00,,,,36.68,,,,,,,
2020-02-08 11:45:00,,,,36.32,,,,,,,
2020-02-08 12:00:00,,,,32.92,,,,,,,
2020-02-08 12:15:00,,,,31.48,,,,,,,
2020-02-08 12:30:00,,,,30.64,,,,,,,
2020-02-08 12:45:00,,,,30.28,,,,,,,
2020-02-08 13:00:00,,,,29.84,,,,,,,
2020-02-08 13:15:00,,,,30.88,,,,,,,
2020-02-08 13:30:00,,,,27,,,,,,,
2020-02-08 13:45:00,,,,28.44,,,,,,,
2020-02-08 14:00:00,,,,27.56,,,,,,,
2020-02-08 14:15:00,,,,27.16,,,,,,,
2020-02-08 14:30:00,,,,28.36,,,,,,,
2020-02-08 14:45:00,,,,27.32,,,,,,,
2020-02-08 15:00:00,,,,27.08,,,,,,,
2020-02-08 15:15:00,,,,26.92,,,,,,,
2020-02-08 15:30:00,,,,28.44,,,,,,,
2020-02-08 15:45:00,,,,28.24,,,,,,,
2020-02-08 16:00:00,,,,28,,,,,,,
2020-02-08 16:15:00,,,,30.12,,,,,,,
2020-02-08 16:30:00,,,,29,,,,,,,
2020-02-08 16:45:00,,,,28.48,,,,,,,
2020-02-08 17:00:00,,,,27.08,,,,,,,
2020-02-08 17:15:00,,,,30.68,,,,,,,
2020-02-08 17:30:00,,,,28.56,,,,,,,
2020-02-08 17:45:00,,,,28.4,,,,,,,
2020-02-08 18:00:00,,,,28.96,,,,,,,
2020-02-08 18:15:00,,,,28.72,,,,,,,
2020-02-08 18:30:00,,,,26.24,,,,,,,
2020-02-08 18:45:00,,,,26,,,,,,,
2020-02-08 19:00:00,,,,28.28,,,,,,,
2020-02-08 19:15:00,,,,25.96,,,,,,,
2020-02-08 19:30:00,,,,24.8,,,,,,,
2020-02-08 19:45:00,,,,24.52,,,,,,,
2020-02-08 20:00:00,,,,22.76,,,,,,,
2020-02-08 20:15:00,,,,21.32,,,,,,,
2020-02-08 20:30:00,,,,20.52,,,,,,,
2020-02-08 20:45:00,,,,19.68,,,,,,,
2020-02-08 21:00:00,,,,20.36,,,,,,,
2020-02-08 21:15:00,,,,20.8,,,,,,,
2020-02-08 21:30:00,,,,19.32,,,,,,,
2020-02-08 21:45:00,,,,15.08,,,,,,,
2020-02-08 22:00:00,,,,16.16,,,,,,,
2020-02-08 22:15:00,,,,17.76,,,,,,,
2020-02-08 22:30:00,,,,17.52,,,,,,,
2020-02-08 22:45:00,,,,16,,,,,,,
2020-02-08 23:00:00,,,,13.44,,,,,,,
2020-02-08 23:15:00,,,,13.12,,,,,,,
2020-02-08 23:30:00,,,,12.76,,,,,,,
2020-02-08 23:45:00,,,,11.48,,,,,,,
2020-02-09 00:00:00,,,,9.84,,,,,,,
2020-02-09 00:15:00,,,,9.44,,,,,,,
2020-02-09 00:30:00,,,,8.92,,,,,,,
2020-02-09 00:45:00,,,,8.08,,,,,,,
2020-02-09 01:00:00,,,,7.76,,,,,,,
2020-02-09 01:15:00,,,,8.32,,,,,,,
2020-02-09 01:30:00,,,,7.28,,,,,,,
2020-02-09 01:45:00,,,,7.48,,,,,,,
2020-02-09 02:00:00,,,,6.4,,,,,,,
2020-02-09 02:15:00,,,,5.8,,,,,,,
2020-02-09 02:30:00,,,,5.2,,,,,,,
2020-02-09 02:45:00,,,,5.24,,,,,,,
2020-02-09 03:00:00,,,,5,,,,,,,
2020-02-09 03:15:00,,,,4.88,,,,,,,
2020-02-09 03:30:00,,,,5.36,,,,,,,
2020-02-09 03:45:00,,,,4.64,,,,,,,
2020-02-09 04:00:00,,,,5,,,,,,,
2020-02-09 04:15:00,,,,4.8,,,,,,,
2020-02-09 04:30:00,,,,5.48,,,,,,,
2020-02-09 04:45:00,,,,5.2,,,,,,,
2020-02-09 05:00:00,,,,5.56,,,,,,,
2020-02-09 05:15:00,,,,5.44,,,,,,,
2020-02-09 05:30:00,,,,6.52,,,,,,,
2020-02-09 05:45:00,,,,6.32,,,,,,,
2020-02-09 06:00:00,,,,6.64,,,,,,,
2020-02-09 06:15:00,,,,8.08,,,,,,,
2020-02-09 06:30:00,,,,7.84,,,,,,,
2020-02-09 06:45:00,,,,8.64,,,,,,,
2020-02-09 07:00:00,,,,9.68,,,,,,,
2020-02-09 07:15:00,,,,11.92,,,,,,,
2020-02-09 07:30:00,,,,14.4,,,,,,,
2020-02-09 07:45:00,,,,15.84,,,,,,,
2020-02-09 08:00:00,,,,21.32,,,,,,,
2020-02-09 08:15:00,,,,21,,,,,,,
2020-02-09 08:30:00,,,,23.8,,,,,,,
2020-02-09 08:45:00,,,,26.72,,,,,,,
2020-02-09 09:00:00,,,,29.68,,,,,,,
2020-02-09 09:15:00,,,,32.92,,,,,,,
2020-02-09 09:30:00,,,,36.04,,,,,,,
2020-02-09 09:45:00,,,,34.16,,,,,,,
2020-02-09 10:00:00,,,,34.36,,,,,,,
2020-02-09 10:15:00,,,,38.96,,,,,,,
2020-02-09 10:30:00,,,,37.28,,,,,,,
2020-02-09 10:45:00,,,,38.92,,,,,,,
2020-02-09 11:00:00,,,,40.32,,,,,,,
2020-02-09 11:15:00,,,,43.28,,,,,,,
2020-02-09 11:30:00,,,,36.8,,,,,,,
2020-02-09 11:45:00,,,,36.72,,,,,,,
2020-02-09 12:00:00,,,,36.88,,,,,,,
2020-02-09 12:15:00,,,,34.8,,,,,,,
2020-02-09 12:30:00,,,,32.92,,,,,,,
2020-02-09 12:45:00,,,,33.4,,,,,,,
2020-02-09 13:00:00,,,,33.52,,,,,,,
2020-02-09 13:15:00,,,,34.28,,,,,,,
2020-02-09 13:30:00,,,,31.44,,,,,,,
2020-02-09 13:45:00,,,,34.48,,,,,,,
2020-02-09 14:00:00,,,,29.56,,,,,,,
2020-02-09 14:15:00,,,,29.76,,,,,,,
2020-02-09 14:30:00,,,,30.68,,,,,,,
2020-02-09 14:45:00,,,,30.44,,,,,,,
2020-02-09 15:00:00,,,,30.88,,,,,,,
2020-02-09 15:15:00,,,,30.96,,,,,,,
2020-02-09 15:30:00,,,,29.12,,,,,,,
2020-02-09 15:45:00,,,,25.84,,,,,,,
2020-02-09 16:00:00,,,,26.48,,,,,,,
2020-02-09 16:15:00,,,,26.4,,,,,,,
2020-02-09 16:30:00,,,,26.36,,,,,,,
2020-02-09 16:45:00,,,,28,,,,,,,
2020-02-09 17:00:00,,,,29.52,,,,,,,
2020-02-09 17:15:00,,,,33.96,,,,,,,
2020-02-09 17:30:00,,,,34.64,,,,,,,
2020-02-09 17:45:00,,,,36.56,,,,,,,
2020-02-09 18:00:00,,,,34.76,,,,,,,
2020-02-09 18:15:00,,,,36,,,,,,,
2020-02-09 18:30:00,,,,35.56,,,,,,,
2020-02-09 18:45:00,,,,37.48,,,,,,,
2020-02-09 19:00:00,,,,35.92,,,,,,,
2020-02-09 19:15:00,,,,35.56,,,,,,,
2020-02-09 19:30:00,,,,36.2,,,,,,,
2020-02-09 19:45:00,,,,32.92,,,,,,,
2020-02-09 20:00:00,,,,29.08,,,,,,,
2020-02-09 20:15:00,,,,31.16,,,,,,,
2020-02-09 20:30:00,,,,28.72,,,,,,,
2020-02-09 20:45:00,,,,28.08,,,,,,,
2020-02-09 21:00:00,,,,24.88,,,,,,,
2020-02-09 21:15:00,,,,23.44,,,,,,,
2020-02-09 21:30:00,,,,21.84,,,,,,,
2020-02-09 21:45:00,,,,17.68,,,,,,,
2020-02-09 22:00:00,,,,16.52,,,,,,,
2020-02-09 22:15:00,,,,19.52,,,,,,,
2020-02-09 22:30:00,,,,20.36,,,,,,,
2020-02-09 22:45:00,,,,17.04,,,,,,,
2020-02-09 23:00:00,,,,14.16,,,,,,,
2020-02-09 23:15:00,,,,12.64,,,,,,,
2020-02-09 23:30:00,,,,10.56,,,,,,,
2020-02-09 23:45:00,,,,11,,,,,,,
2020-02-10 00:00:00,,,,8.08,,,,,,,
2020-02-10 00:15:00,,,,8.16,,,,,,,
2020-02-10 00:30:00,,,,6.92,,,,,,,
2020-02-10 00:45:00,,,,7.12,,,,,,,
2020-02-10 01:00:00,,,,5.76,,,,,,,
2020-02-10 01:15:00,,,,5.52,,,,,,,
2020-02-10 01:30:00,,,,4.84,,,,,,,
2020-02-10 01:45:00,,,,6.16,,,,,,,
2020-02-10 02:00:00,,,,4.32,,,,,,,
2020-02-10 02:15:00,,,,4.6,,,,,,,
2020-02-10 02:30:00,,,,4.56,,,,,,,
2020-02-10 02:45:00,,,,4.6,,,,,,,
2020-02-10 03:00:00,,,,4.72,,,,,,,
2020-02-10 03:15:00,,,,4.72,,,,,,,
2020-02-10 03:30:00,,,,4.52,,,,,,,
2020-02-10 03:45:00,,,,4.88,,,,,,,
2020-02-10 04:00:00,,,,4.8,,,,,,,
2020-02-10 04:15:00,,,,6.48,,,,,,,
2020-02-10 04:30:00,,,,5.6,,,,,,,
2020-02-10 04:45:00,,,,5.6,,,,,,,
2020-02-10 05:00:00,,,,6.4,,,,,,,
2020-02-10 05:15:00,,,,8.04,,,,,,,
2020-02-10 05:30:00,,,,9.72,,,,,,,
2020-02-10 05:45:00,,,,12.08,,,,,,,
2020-02-10 06:00:00,,,,14.56,,,,,,,
2020-02-10 06:15:00,,,,17.2,,,,,,,
2020-02-10 06:30:00,,,,21.04,,,,,,,
2020-02-10 06:45:00,,,,27.92,,,,,,,
2020-02-10 07:00:00,,,,30.48,,,,,,,
2020-02-10 07:15:00,,,,34.32,,,,,,,
2020-02-10 07:30:00,,,,37.92,,,,,,,
2020-02-10 07:45:00,,,,36.12,,,,,,,
2020-02-10 08:00:00,,,,35.92,,,,,,,
2020-02-10 08:15:00,,,,36.16,,,,,,,
2020-02-10 08:30:00,,,,34.48,,,,,,,
2020-02-10 08:45:00,,,,30.12,,,,,,,
2020-02-10 09:00:00,,,,27.92,,,,,,,
2020-02-10 09:15:00,,,,28.96,,,,,,,
2020-02-10 09:30:00,,,,31.32,,,,,,,
2020-02-10 09:45:00,,,,28.08,,,,,,,
2020-02-10 10:00:00,,,,25.56,,,,,,,
2020-02-10 10:15:00,,,,25.88,,,,,,,
2020-02-10 10:30:00,,,,27.96,,,,,,,
2020-02-10 10:45:00,,,,27.48,,,,,,,
2020-02-10 11:00:00,,,,27.12,,,,,,,
2020-02-10 11:15:00,,,,25.56,,,,,,,
2020-02-10 11:30:00,,,,21.68,,,,,,,
2020-02-10 11:45:00,,,,23.48,,,,,,,
2020-02-10 12:00:00,,,,23.72,,,,,,,
2020-02-10 12:15:00,,,,24.04,,,,,,,
2020-02-10 12:30:00,,,,22.2,,,,,,,
2020-02-10 12:45:00,,,,23.68,,,,,,,
2020-02-10 13:00:00,,,,23.48,,,,,,,
2020-02-10 13:15:00,,,,22.28,,,,,,,
2020-02-10 13:30:00,,,,21.96,,,,,,,
2020-02-10 13:45:00,,,,21.68,,,,,,,
2020-02-10 14:00:00,,,,19.52,,,,,,,
2020-02-10 14:15:00,,,,20.76,,,,,,,
2020-02-10 14:30:00,,,,19.36,,,,,,,
2020-02-10 14:45:00,,,,20.64,,,,,,,
2020-02-10 15:00:00,,,,21.44,,,,,,,
2020-02-10 15:15:00,,,,19,,,,,,,
2020-02-10 15:30:00,,,,20.48,,,,,,,
2020-02-10 15:45:00,,,,21.52,,,,,,,
2020-02-10 16:00:00,,,,23.08,,,,,,,
2020-02-10 16:15:00,,,,23.44,,,,,,,
2020-02-10 16:30:00,,,,25.52,,,,,,,
2020-02-10 16:45:00,,,,28,,,,,,,
2020-02-10 17:00:00,,,,26.44,,,,,,,
2020-02-10 17:15:00,,,,30.36,,,,,,,
2020-02-10 17:30:00,,,,30.12,,,,,,,
2020-02-10 17:45:00,,,,30.36,,,,,,,
2020-02-10 18:00:00,,,,31.92,,,,,,,
2020-02-10 18:15:00,,,,31.36,,,,,,,
2020-02-10 18:30:00,,,,32.2,,,,,,,
2020-02-10 18:45:00,,,,33.6,,,,,,,
2020-02-10 19:00:00,,,,37.56,,,,,,,
2020-02-10 19:15:00,,,,35.04,,,,,,,
2020-02-10 19:30:00,,,,30,,,,,,,
2020-02-10 19:45:00,,,,29.76,,,,,,,
2020-02-10 20:00:00,,,,28.08,,,,,,,
2020-02-10 20:15:00,,,,31.24,,,,,,,
2020-02-10 20:30:00,,,,27.88,,,,,,,
2020-02-10 20:45:00,,,,26.8,,,,,,,
2020-02-10 21:00:00,,,,25.64,,,,,,,
2020-02-10 21:15:00,,,,26.12,,,,,,,
2020-02-10 21:30:00,,,,20.04,,,,,,,
2020-02-10 21:45:00,,,,19.8,,,,,,,
2020-02-10 22:00:00,,,,17.92,,,,,,,
2020-02-10 22:15:00,,,,19.08,,,,,,,
2020-02-10 22:30:00,,,,16.6,,,,,,,
2020-02-10 22:45:00,,,,15.36,,,,,,,
2020-02-10 23:00:00,,,,12.88,,,,,,,
2020-02-10 23:15:00,,,,13.16,,,,,,,
2020-02-10 23:30:00,,,,11.08,,,,,,,
2020-02-10 23:45:00,,,,9.56,,,,,,,
2020-02-11 00:00:00,,,,7.8,,,,,,,
2020-02-11 00:15:00,,,,7.16,,,,,,,
2020-02-11 00:30:00,,,,6.4,,,,,,,
2020-02-11 00:45:00,,,,6.08,,,,,,,
2020-02-11 01:00:00,,,,6.2,,,,,,,
2020-02-11 01:15:00,,,,5.48,,,,,,,
2020-02-11 01:30:00,,,,5.12,,,,,,,
2020-02-11 01:45:00,,,,4.8,,,,,,,
2020-02-11 02:00:00,,,,4.6,,,,,,,
2020-02-11 02:15:00,,,,4.2,,,,,,,
2020-02-11 02:30:00,,,,4.56,,,,,,,
2020-02-11 02:45:00,,,,5.88,,,,,,,
2020-02-11 03:00:00,,,,3.92,,,,,,,
2020-02-11 03:15:00,,,,4.4,,,,,,,
2020-02-11 03:30:00,,,,4.64,,,,,,,
2020-02-11 03:45:00,,,,4.32,,,,,,,
2020-02-11 04:00:00,,,,4.68,,,,,,,
2020-02-11 04:15:00,,,,5.08,,,,,,,
2020-02-11 04:30:00,,,,4.72,,,,,,,
2020-02-11 04:45:00,,,,6.12,,,,,,,
2020-02-11 05:00:00,,,,6.36,,,,,,,
2020-02-11 05:15:00,,,,8.68,,,,,,,
2020-02-11 05:30:00,,,,7.56,,,,,,,
2020-02-11 05:45:00,,,,11.96,,,,,,,
2020-02-11 06:00:00,,,,12.6,,,,,,,
2020-02-11 06:15:00,,,,16.52,,,,,,,
2020-02-11 06:30:00,,,,20.16,,,,,,,
2020-02-11 06:45:00,,,,26.16,,,,,,,
2020-02-11 07:00:00,,,,27.84,,,,,,,
2020-02-11 07:15:00,,,,34.28,,,,,,,
2020-02-11 07:30:00,,,,37.16,,,,,,,
2020-02-11 07:45:00,,,,36.2,,,,,,,
2020-02-11 08:00:00,,,,34.72,,,,,,,
2020-02-11 08:15:00,,,,36.28,,,,,,,
2020-02-11 08:30:00,,,,32,,,,,,,
2020-02-11 08:45:00,,,,29.04,,,,,,,
2020-02-11 09:00:00,,,,26.4,,,,,,,
2020-02-11 09:15:00,,,,27.76,,,,,,,
2020-02-11 09:30:00,,,,25.64,,,,,,,
2020-02-11 09:45:00,,,,26.64,,,,,,,
2020-02-11 10:00:00,,,,28.44,,,,,,,
2020-02-11 10:15:00,,,,26.96,,,,,,,
2020-02-11 10:30:00,,,,26.68,,,,,,,
2020-02-11 10:45:00,,,,25.4,,,,,,,
2020-02-11 11:00:00,,,,25.84,,,,,,,
2020-02-11 11:15:00,,,,24.96,,,,,,,
2020-02-11 11:30:00,,,,25.08,,,,,,,
2020-02-11 11:45:00,,,,24.08,,,,,,,
2020-02-11 12:00:00,,,,23.56,,,,,,,
2020-02-11 12:15:00,,,,26.12,,,,,,,
2020-02-11 12:30:00,,,,24.04,,,,,,,
2020-02-11 12:45:00,,,,23.16,,,,,,,
2020-02-11 13:00:00,,,,23.6,,,,,,,
2020-02-11 13:15:00,,,,22.2,,,,,,,
2020-02-11 13:30:00,,,,22.72,,,,,,,
2020-02-11 13:45:00,,,,20.04,,,,,,,
2020-02-11 14:00:00,,,,22.24,,,,,,,
2020-02-11 14:15:00,,,,21.12,,,,,,,
2020-02-11 14:30:00,,,,18.72,,,,,,,
2020-02-11 14:45:00,,,,19.28,,,,,,,
2020-02-11 15:00:00,,,,21.88,,,,,,,
2020-02-11 15:15:00,,,,22.16,,,,,,,
2020-02-11 15:30:00,,,,21.28,,,,,,,
2020-02-11 15:45:00,,,,24.44,,,,,,,
2020-02-11 16:00:00,,,,25.56,,,,,,,
2020-02-11 16:15:00,,,,25.64,,,,,,,
2020-02-11 16:30:00,,,,26.92,,,,,,,
2020-02-11 16:45:00,,,,30,,,,,,,
2020-02-11 17:00:00,,,,33.04,,,,,,,
2020-02-11 17:15:00,,,,31.76,,,,,,,
2020-02-11 17:30:00,,,,33.08,,,,,,,
2020-02-11 17:45:00,,,,32.64,,,,,,,
2020-02-11 18:00:00,,,,35.24,,,,,,,
2020-02-11 18:15:00,,,,37.32,,,,,,,
2020-02-11 18:30:00,,,,33.32,,,,,,,
2020-02-11 18:45:00,,,,38.84,,,,,,,
2020-02-11 19:00:00,,,,38.76,,,,,,,
2020-02-11 19:15:00,,,,39.2,,,,,,,
2020-02-11 19:30:00,,,,36.04,,,,,,,
2020-02-11 19:45:00,,,,31.68,,,,,,,
2020-02-11 20:00:00,,,,29.28,,,,,,,
2020-02-11 20:15:00,,,,33.12,,,,,,,
2020-02-11 20:30:00,,,,27.04,,,,,,,
2020-02-11 20:45:00,,,,27.32,,,,,,,
2020-02-11 21:00:00,,,,27.4,,,,,,,
2020-02-11 21:15:00,,,,25.32,,,,,,,
2020-02-11 21:30:00,,,,22.52,,,,,,,
2020-02-11 21:45:00,,,,20.12,,,,,,,
2020-02-11 22:00:00,,,,19.12,,,,,,,
2020-02-11 22:15:00,,,,22.84,,,,,,,
2020-02-11 22:30:00,,,,19.32,,,,,,,
2020-02-11 22:45:00,,,,15.24,,,,,,,
2020-02-11 23:00:00,,,,11.6,,,,,,,
2020-02-11 23:15:00,,,,10.84,,,,,,,
2020-02-11 23:30:00,,,,10.6,,,,,,,
2020-02-11 23:45:00,,,,11.32,,,,,,,
2020-02-12 00:00:00,,,,9.04,,,,,,,
2020-02-12 00:15:00,,,,9,,,,,,,
2020-02-12 00:30:00,,,,9.12,,,,,,,
2020-02-12 00:45:00,,,,7.12,,,,,,,
2020-02-12 01:00:00,,,,5.72,,,,,,,
2020-02-12 01:15:00,,,,5.2,,,,,,,
2020-02-12 01:30:00,,,,5.4,,,,,,,
2020-02-12 01:45:00,,,,5.44,,,,,,,
2020-02-12 02:00:00,,,,6.36,,,,,,,
2020-02-12 02:15:00,,,,5.32,,,,,,,
2020-02-12 02:30:00,,,,4.6,,,,,,,
2020-02-12 02:45:00,,,,5.24,,,,,,,
2020-02-12 03:00:00,,,,4.68,,,,,,,
2020-02-12 03:15:00,,,,4.64,,,,,,,
2020-02-12 03:30:00,,,,4.88,,,,,,,
2020-02-12 03:45:00,,,,6.32,,,,,,,
2020-02-12 04:00:00,,,,5.32,,,,,,,
2020-02-12 04:15:00,,,,5.56,,,,,,,
2020-02-12 04:30:00,,,,5.96,,,,,,,
2020-02-12 04:45:00,,,,6.88,,,,,,,
2020-02-12 05:00:00,,,,7.04,,,,,,,
2020-02-12 05:15:00,,,,8.2,,,,,,,
2020-02-12 05:30:00,,,,8.64,,,,,,,
2020-02-12 05:45:00,,,,14.52,,,,,,,
2020-02-12 06:00:00,,,,13.36,,,,,,,
2020-02-12 06:15:00,,,,19.32,,,,,,,
2020-02-12 06:30:00,,,,21.72,,,,,,,
2020-02-12 06:45:00,,,,28.8,,,,,,,
2020-02-12 07:00:00,,,,30.2,,,,,,,
2020-02-12 07:15:00,,,,36.16,,,,,,,
2020-02-12 07:30:00,,,,34.08,,,,,,,
2020-02-12 07:45:00,,,,34.8,,,,,,,
2020-02-12 08:00:00,,,,36.6,,,,,,,
2020-02-12 08:15:00,,,,35.52,,,,,,,
2020-02-12 08:30:00,,,,30.88,,,,,,,
2020-02-12 08:45:00,,,,28.36,,,,,,,
2020-02-12 09:00:00,,,,24.48,,,,,,,
2020-02-12 09:15:00,,,,29.56,,,,,,,
2020-02-12 09:30:00,,,,29.48,,,,,,,
2020-02-12 09:45:00,,,,29,,,,,,,
2020-02-12 10:00:00,,,,28.08,,,,,,,
2020-02-12 10:15:00,,,,26.12,,,,,,,
2020-02-12 10:30:00,,,,25.84,,,,,,,
2020-02-12 10:45:00,,,,24.76,,,,,,,
2020-02-12 11:00:00,,,,26.64,,,,,,,
2020-02-12 11:15:00,,,,23.92,,,,,,,
2020-02-12 11:30:00,,,,23.4,,,,,,,
2020-02-12 11:45:00,,,,26.56,,,,,,,
2020-02-12 12:00:00,,,,24.72,,,,,,,
2020-02-12 12:15:00,,,,24.84,,,,,,,
2020-02-12 12:30:00,,,,20.32,,,,,,,
2020-02-12 12:45:00,,,,21.52,,,,,,,
2020-02-12 13:00:00,,,,23.6,,,,,,,
2020-02-12 13:15:00,,,,20.72,,,,,,,
2020-02-12 13:30:00,,,,19.72,,,,,,,
2020-02-12 13:45:00,,,,19.08,,,,,,,
2020-02-12 14:00:00,,,,20.08,,,,,,,
2020-02-12 14:15:00,,,,19.96,,,,,,,
2020-02-12 14:30:00,,,,19.56,,,,,,,
2020-02-12 14:45:00,,,,19.44,,,,,,,
2020-02-12 15:00:00,,,,18.84,,,,,,,
2020-02-12 15:15:00,,,,21.32,,,,,,,
2020-02-12 15:30:00,,,,20.4,,,,,,,
2020-02-12 15:45:00,,,,23.16,,,,,,,
2020-02-12 16:00:00,,,,23.28,,,,,,,
2020-02-12 16:15:00,,,,25.56,,,,,,,
2020-02-12 16:30:00,,,,25.6,,,,,,,
2020-02-12 16:45:00,,,,29.56,,,,,,,
2020-02-12 17:00:00,,,,29.52,,,,,,,
2020-02-12 17:15:00,,,,29.88,,,,,,,
2020-02-12 17:30:00,,,,30.92,,,,,,,
2020-02-12 17:45:00,,,,33.04,,,,,,,
2020-02-12 18:00:00,,,,33.08,,,,,,,
2020-02-12 18:15:00,,,,33.36,,,,,,,
2020-02-12 18:30:00,,,,33.76,,,,,,,
2020-02-12 18:45:00,,,,35.4,,,,,,,
2020-02-12 19:00:00,,,,36.96,,,,,,,
2020-02-12 19:15:00,,,,37.96,,,,,,,
2020-02-12 19:30:00,,,,33.4,,,,,,,
2020-02-12 19:45:00,,,,32.2,,,,,,,
2020-02-12 20:00:00,,,,27,,,,,,,
2020-02-12 20:15:00,,,,30.92,,,,,,,
2020-02-12 20:30:00,,,,27.44,,,,,,,
2020-02-12 20:45:00,,,,27.92,,,,,,,
2020-02-12 21:00:00,,,,27.6,,,,,,,
2020-02-12 21:15:00,,,,23.76,,,,,,,
2020-02-12 21:30:00,,,,18.68,,,,,,,
2020-02-12 21:45:00,,,,18.88,,,,,,,
2020-02-12 22:00:00,,,,21.08,,,,,,,
2020-02-12 22:15:00,,,,21.12,,,,,,,
2020-02-12 22:30:00,,,,17.36,,,,,,,
2020-02-12 22:45:00,,,,15.4,,,,,,,
2020-02-12 23:00:00,,,,16.32,,,,,,,
2020-02-12 23:15:00,,,,14,,,,,,,
2020-02-12 23:30:00,,,,12.24,,,,,,,
2020-02-12 23:45:00,,,,10.32,,,,,,,
2020-02-13 00:00:00,,,,9.64,,,,,,,
2020-02-13 00:15:00,,,,7.68,,,,,,,
2020-02-13 00:30:00,,,,9.08,,,,,,,
2020-02-13 00:45:00,,,,6.48,,,,,,,
2020-02-13 01:00:00,,,,5.44,,,,,,,
2020-02-13 01:15:00,,,,4.76,,,,,,,
2020-02-13 01:30:00,,,,5.08,,,,,,,
2020-02-13 01:45:00,,,,5,,,,,,,
2020-02-13 02:00:00,,,,4.52,,,,,,,
2020-02-13 02:15:00,,,,4.56,,,,,,,
2020-02-13 02:30:00,,,,4.52,,,,,,,
2020-02-13 02:45:00,,,,4.88,,,,,,,
2020-02-13 03:00:00,,,,6.04,,,,,,,
2020-02-13 03:15:00,,,,4.6,,,,,,,
2020-02-13 03:30:00,,,,4.08,,,,,,,
2020-02-13 03:45:00,,,,4.56,,,,,,,
2020-02-13 04:00:00,,,,4.6,,,,,,,
2020-02-13 04:15:00,,,,5.44,,,,,,,
2020-02-13 04:30:00,,,,4.88,,,,,,,
2020-02-13 04:45:00,,,,6.32,,,,,,,
2020-02-13 05:00:00,,,,7.08,,,,,,,
2020-02-13 05:15:00,,,,7.84,,,,,,,
2020-02-13 05:30:00,,,,9.44,,,,,,,
2020-02-13 05:45:00,,,,9.8,,,,,,,
2020-02-13 06:00:00,,,,12.84,,,,,,,
2020-02-13 06:15:00,,,,17,,,,,,,
2020-02-13 06:30:00,,,,19.84,,,,,,,
2020-02-13 06:45:00,,,,25.56,,,,,,,
2020-02-13 07:00:00,,,,28.36,,,,,,,
2020-02-13 07:15:00,,,,33.44,,,,,,,
2020-02-13 07:30:00,,,,36.16,,,,,,,
2020-02-13 07:45:00,,,,34.08,,,,,,,
2020-02-13 08:00:00,,,,33.4,,,,,,,
2020-02-13 08:15:00,,,,35.32,,,,,,,
2020-02-13 08:30:00,,,,30.4,,,,,,,
2020-02-13 08:45:00,,,,26.52,,,,,,,
2020-02-13 09:00:00,,,,23.8,,,,,,,
2020-02-13 09:15:00,,,,26.2,,,,,,,
2020-02-13 09:30:00,,,,29.04,,,,,,,
2020-02-13 09:45:00,,,,29.2,,,,,,,
2020-02-13 10:00:00,,,,26.32,,,,,,,
2020-02-13 10:15:00,,,,25.32,,,,,,,
2020-02-13 10:30:00,,,,26.28,,,,,,,
2020-02-13 10:45:00,,,,27,,,,,,,
2020-02-13 11:00:00,,,,25.92,,,,,,,
2020-02-13 11:15:00,,,,26.48,,,,,,,
2020-02-13 11:30:00,,,,23.48,,,,,,,
2020-02-13 11:45:00,,,,24.08,,,,,,,
2020-02-13 12:00:00,,,,23.52,,,,,,,
2020-02-13 12:15:00,,,,23.2,,,,,,,
2020-02-13 12:30:00,,,,21.64,,,,,,,
2020-02-13 12:45:00,,,,22.08,,,,,,,
2020-02-13 13:00:00,,,,21.92,,,,,,,
2020-02-13 13:15:00,,,,20.92,,,,,,,
2020-02-13 13:30:00,,,,22.68,,,,,,,
2020-02-13 13:45:00,,,,19.04,,,,,,,
2020-02-13 14:00:00,,,,19.6,,,,,,,
2020-02-13 14:15:00,,,,19.48,,,,,,,
2020-02-13 14:30:00,,,,19.28,,,,,,,
2020-02-13 14:45:00,,,,19.68,,,,,,,
2020-02-13 15:00:00,,,,19.72,,,,,,,
2020-02-13 15:15:00,,,,21.6,,,,,,,
2020-02-13 15:30:00,,,,20.4,,,,,,,
2020-02-13 15:45:00,,,,23.84,,,,,,,
